Account Code,Territory,Account Type,Key Account,Key Account Manager,Account Name,Account Manager
94133520,Yuthgalaunt,Key Account,Black Phoenix,Zephyr Zanzibar,Black Phoenix Yuthgalaunt,None
68054556,Zabbasz,Key Account,Black Phoenix,Zephyr Zanzibar,Black Phoenix Zabbasz,None
46054109,Zalazuu,Key Account,Black Phoenix,Zephyr Zanzibar,Black Phoenix Zalazuu,None
10419499,Blackstone,Key Account,Nobility,Eric the Cleric,Blackstone Nobility,None
72673261,Assur,Private Buyer,Private Buyer,Magnus Mortensen,Blanka-Vlčková Assur,Magnus Mortensen
46419568,Nykkar,Private Buyer,Private Buyer,Magnus Mortensen,Blas-Aroca Nykkar,Magnus Mortensen
74631024,Sundrah,Private Buyer,Private Buyer,Magnus Mortensen,Blas-del-Villa Sundrah,Magnus Mortensen
75601510,Malaxer,No Key Account,No Key Account,No Key Account Manager,Blue Clothing & Hides Malaxer,Carrie Adams
18404294,Erebos,No Key Account,No Key Account,No Key Account Manager,Blue Cornerstores Erebos,Marleen Roy
61231701,Mulsantir,No Key Account,No Key Account,No Key Account Manager,Blue Ioun Stones Mulsantir,Isabelle Vávrová
66194736,Yuthgalaunt,No Key Account,No Key Account,No Key Account Manager,Blue Jewelry Yuthgalaunt,Paweł Trobbiani
50176731,Koko Nur,No Key Account,No Key Account,No Key Account Manager,Boris's Distribution Centers Koko Nur,Ksawery Williams
38648727,Kai Shan,No Key Account,No Key Account,No Key Account Manager,Boris's Mounts Kai Shan,Connie Munoz
21110199,Aerilpar,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Aerilpar,None
29294248,Alaghon,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Alaghon,None
40800291,Arkanax,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Arkanax,None
92741940,Arrabar,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Arrabar,None
90418923,Assur,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Assur,None
42115373,Athkatla,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Athkatla,None
71265203,Baldur's Gate,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Baldur's Gate,None
70780072,Berdusk,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Berdusk,None
88720360,Bezentil,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Bezentil,None
31522741,Calimport,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Calimport,None
63920819,Cedarspoke,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Cedarspoke,None
17625389,Cimbar,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Cimbar,None
53763616,Citadel Adbarr,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Citadel Adbarr,None
31420081,Citadel Felbarr,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Citadel Felbarr,None
62851907,Crimmor,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Crimmor,None
51575098,Daerlun,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Daerlun,None
94199106,Daggerford,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Daggerford,None
91268308,Darromar,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Darromar,None
49599273,Dilpur,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Dilpur,None
47750765,Elturel,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Elturel,None
28946408,Erebos,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Erebos,None
73411560,Eshpurta,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Eshpurta,None
72429763,Everlund,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Everlund,None
62641964,Eversult,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Eversult,None
44977250,Farview,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Farview,None
71080611,Halagard,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Halagard,None
25889759,Heliogabalus,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Heliogabalus,None
48218174,Heptios,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Heptios,None
91858630,Holondeth,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Holondeth,None
28881619,Huzuz,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Huzuz,None
44506871,Iriaesbor,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Iriaesbor,None
88388265,Krenalir,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Krenalir,None
48273162,Lhuvenhead,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Lhuvenhead,None
87251676,Malaxer,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Malaxer,None
23255270,Maralith,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Maralith,None
25224048,Marsember,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Marsember,None
57592398,Memnon,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Memnon,None
40617136,Mereu,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Mereu,None
25158099,Messemprar,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Messemprar,None
13402749,Mithral Hall,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Mithral Hall,None
29826720,Mount Talath,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Mount Talath,None
53172184,Murann,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Murann,None
50077543,Mussum,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Mussum,None
80545067,Myratma,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Myratma,None
12243458,Nexal,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Nexal,None
81852057,Ordulin,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Ordulin,None
49920522,Phannaskul,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Phannaskul,None
75638346,Proskur,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Proskur,None
36329613,Riatavin,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Riatavin,None
43106209,Saerloon,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Saerloon,None
64462361,Sambar,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Sambar,None
11633084,Secomber,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Secomber,None
34545100,Silverymoon,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Silverymoon,None
60062395,Starmantle,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Starmantle,None
64597601,Sundrah,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Sundrah,None
21653494,Suzail,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Suzail,None
76139635,Thunderstone,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Thunderstone,None
37489940,Toreus,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Toreus,None
49112754,Trademeet,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Trademeet,None
74696979,Tyraturos,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Tyraturos,None
59383167,Vaelan,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Vaelan,None
68444360,Velen,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Velen,None
22894556,Waterdeep,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Waterdeep,None
30606174,Yuthgalaunt,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Yuthgalaunt,None
26900899,Zabbasz,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Zabbasz,None
17129449,Zalazuu,Key Account,Bottle's Up,Mario Rockseeker,Bottle's Up Zalazuu,None
91649288,Azureleaf,No Key Account,No Key Account,No Key Account Manager,Brandon's Books Azureleaf,Michael Howard
54834262,Nyth,No Key Account,No Key Account,No Key Account Manager,Brandon's Encounters Nyth,Yvonne Livingston
49758109,Palischuk,No Key Account,No Key Account,No Key Account Manager,Brandon's Factories Palischuk,Rachel Rychcik
89325299,New Alaron,No Key Account,No Key Account,No Key Account Manager,Brandon's Horses New Alaron,Ariadna Lombard
52193072,Mirabar,No Key Account,No Key Account,No Key Account Manager,Brenda's Ladl Mirabar,Gabrielle Cameron
74598806,Palischuk,Private Buyer,Private Buyer,Magnus Mortensen,Brian-Scott Palischuk,Magnus Mortensen
76586620,Calimport,Private Buyer,Private Buyer,Magnus Mortensen,Brian-Williams Calimport,Magnus Mortensen
91438107,Old Vaelan,No Key Account,No Key Account,No Key Account Manager,Broken Artifacts Old Vaelan,Christina Hendrix
54054298,Eltabbar,No Key Account,No Key Account,No Key Account Manager,Broken Potions & Elixirs Eltabbar,Corina Hendriks
47036587,Darmshall,Private Buyer,Private Buyer,Magnus Mortensen,Bruce-Ford Darmshall,Magnus Mortensen
17376522,Manshaka,Private Buyer,Private Buyer,Magnus Mortensen,Bruni-Lindau-Weinhold Manshaka,Magnus Mortensen
37369444,Dusk Hold,No Key Account,No Key Account,No Key Account Manager,Bruno's Bargain Bins Dusk Hold,Saban Henderson
45616092,Arn Rock,No Key Account,No Key Account,No Key Account Manager,Bruno's Clothing & Hides Arn Rock,Mária Steele
59874956,Uluvin,No Key Account,No Key Account,No Key Account Manager,Bruno's Tools & Kits Uluvin,William Coste
67167734,Sambar,No Key Account,No Key Account,No Key Account Manager,Bruno's Trinkets Sambar,Mária Steele
88081147,Waterdeep,No Key Account,No Key Account,No Key Account Manager,Burning Workrooms Waterdeep,Deborah Novotná
52203729,Sunderstaad,No Key Account,No Key Account,No Key Account Manager,Caelan's Adventuring Gear Sunderstaad,Ruperta Douglas
31584971,Caer Callidyrr,Key Account,House of Wonders,Aewynn Aasimar,Caer Callidyrr House of Wonders,None
80755707,Caer Moray,Key Account,Bardic College Union,Hector Lightbringer,Caer Moray Bardic College,None
20085265,Caer Moray,Key Account,Sprite's & Spirits,Glandarok Lightheart,Caer Moray Sprite's & Spirits,None
35882536,Caer Westphal,Key Account,Nobility,Eric the Cleric,Caer Westphal Nobility,None
50296584,Priapurl,Private Buyer,Private Buyer,Magnus Mortensen,Caleb-Wagner Priapurl,Magnus Mortensen
35865150,Calimport,Key Account,Bardic College Union,Hector Lightbringer,Calimport Bardic College,None
94989427,Calimport,Key Account,House of Wonders,Aewynn Aasimar,Calimport House of Wonders,None
70932545,Calimport,Key Account,Nobility,Eric the Cleric,Calimport Nobility,None
39679950,Calimport,Key Account,Sprite's & Spirits,Glandarok Lightheart,Calimport Sprite's & Spirits,None
12635981,Calimport,Key Account,Zhentarim,Josette Gonzalez,Calimport Zhentarim,None
69558162,Bloodstone (Damara),No Key Account,No Key Account,No Key Account Manager,Calm Achery Bloodstone (Damara),Danielle Kidawa
78991143,Eshpurta,No Key Account,No Key Account,No Key Account Manager,Calm Summons Eshpurta,Lacey Bodin
25881030,Keltar,Private Buyer,Private Buyer,Magnus Mortensen,Cameron-Anderson Keltar,Magnus Mortensen
33801051,Zazesspur,No Key Account,No Key Account,No Key Account Manager,Camillo's Rarities Zazesspur,Lacey Bodin
35207459,Malaxer,Private Buyer,Private Buyer,Magnus Mortensen,Camillo-Garibaldi Malaxer,Magnus Mortensen
69022692,Candlekeep,Key Account,Bardic College Union,Hector Lightbringer,Candlekeep Bardic College,None
38703015,Myth Drannor,No Key Account,No Key Account,No Key Account Manager,Capucine's Keepsakes Myth Drannor,Paulina Ellis
41911318,Shoun,No Key Account,No Key Account,No Key Account Manager,Capucine's Smokepowder Shoun,Hans-Rainer Miller
54295995,Bloodstone (Damara),No Key Account,No Key Account,No Key Account Manager,Capucine's Steel Bloodstone (Damara),Lauren Masiak
28828326,Wyrmspine,Private Buyer,Private Buyer,Magnus Mortensen,Carl-Odom Wyrmspine,Magnus Mortensen
18622015,Hlath,No Key Account,No Key Account,No Key Account Manager,Caroline's Potions & More Hlath,Bruno Kadlec
30292572,The Smoking Keep,No Key Account,No Key Account,No Key Account Manager,Caroline's Solutions The Smoking Keep,Jérôme Dyrek
93706984,Gauntlgrym,Private Buyer,Private Buyer,Magnus Mortensen,Carolyn-Jones Gauntlgrym,Magnus Mortensen
95516941,Urmlaspyr,No Key Account,No Key Account,No Key Account Manager,Cat's Discounts Urmlaspyr,Josh Blanc
49688752,Heliogabalus,No Key Account,No Key Account,No Key Account Manager,Cat's Garages Heliogabalus,Noemí Brown
88446605,Riatavin,No Key Account,No Key Account,No Key Account Manager,Catherine's Ateliers Riatavin,Josh Blanc
47739953,Mucklestones,No Key Account,No Key Account,No Key Account Manager,Catherine's Garages Mucklestones,William Coste
28454032,Cathyr,Key Account,Bardic College Union,Hector Lightbringer,Cathyr Bardic College,None
31453443,Cathyr,Key Account,Zhentarim,Josette Gonzalez,Cathyr Zhentarim,None
57803119,Berdusk,Private Buyer,Private Buyer,Magnus Mortensen,Cebrián-Cabo-Blanch Berdusk,Magnus Mortensen
37871528,Cedarspoke,Key Account,House of Wonders,Aewynn Aasimar,Cedarspoke House of Wonders,None
99456988,Cedarspoke,Key Account,Zhentarim,Josette Gonzalez,Cedarspoke Zhentarim,None
56653044,Hammerstaad,Private Buyer,Private Buyer,Magnus Mortensen,Cesar-Recio-Moreno Hammerstaad,Magnus Mortensen
74301141,New Alaron,Private Buyer,Private Buyer,Magnus Mortensen,Chad-Reyes New Alaron,Magnus Mortensen
96334901,Adama's Tooth,No Key Account,No Key Account,No Key Account Manager,Charlene's Arrows Adama's Tooth,Kristin Grifeo
62124039,Heptios,No Key Account,No Key Account,No Key Account Manager,Charlene's Emporia Heptios,Rafał Jackson
15375767,Zalazuu,No Key Account,No Key Account,No Key Account Manager,Charlene's Lights Zalazuu,Danielle Kidawa
71598454,Caer Callidyrr,No Key Account,No Key Account,No Key Account Manager,Charlene's Potions & Elixirs Caer Callidyrr,Jérôme Dyrek
91120603,Mulsantir,No Key Account,No Key Account,No Key Account Manager,Charles's Blades Mulsantir,Ksawery Williams
94392487,Oman,No Key Account,No Key Account,No Key Account Manager,Charles's Clothing & Hides Oman,Heather Nugnes
91671996,Olafstaad,No Key Account,No Key Account,No Key Account Manager,Charles's Cornerstores Olafstaad,Connie Munoz
52043020,Azureleaf,No Key Account,No Key Account,No Key Account Manager,Charles's Elixirs Azureleaf,Kryštof Šťastný
82443584,Keltar,No Key Account,No Key Account,No Key Account Manager,Charles's Encounters Keltar,Veronica Humphrey
63955461,Messemprar,No Key Account,No Key Account,No Key Account Manager,Charles's Goods Messemprar,Marta Tichá
86885441,Theshburl,No Key Account,No Key Account,No Key Account Manager,Charles's Oddities Theshburl,Yvonne Livingston
44677574,Baldur's Gate,No Key Account,No Key Account,No Key Account Manager,Charles's Potions & Elixirs Baldur's Gate,Rafał Jackson
60257851,Adama's Tooth,No Key Account,No Key Account,No Key Account Manager,Charles's Stables Adama's Tooth,Lauren Masiak
69015415,Korinn,No Key Account,No Key Account,No Key Account Manager,Charles's Supplies Korinn,Jeffrey Traetta
98634175,Targos,No Key Account,No Key Account,No Key Account Manager,Charles's Weaponsmithing Targos,Danielle Kidawa
70948808,Iljak,No Key Account,No Key Account,No Key Account Manager,Charles's Wears Iljak,Ralf-Dieter Materka
77191174,Marsember,Private Buyer,Private Buyer,Magnus Mortensen,Charles-Miller Marsember,Magnus Mortensen
48916540,Regent's Field,No Key Account,No Key Account,No Key Account Manager,Charlotte's Books Regent's Field,William Coste
88481190,Eversult,No Key Account,No Key Account,No Key Account Manager,Charlotte's Cornerstores Eversult,Paulina Ellis
24869548,New Sarshel,No Key Account,No Key Account,No Key Account Manager,Charlotte's Emporia New Sarshel,Corina Hendriks
17187495,Caer Westphal,No Key Account,No Key Account,No Key Account Manager,Charlotte's Stocks Caer Westphal,Michael Howard
83290727,Eversult,No Key Account,No Key Account,No Key Account Manager,Cheap Distribution Centers Eversult,François Lewis
47741111,Malaxer,No Key Account,No Key Account,No Key Account Manager,Cheap Prospecting Malaxer,Kristin Grifeo
36797862,Ironmaster,No Key Account,No Key Account,No Key Account Manager,Cheap Studios Ironmaster,Heather Nugnes
48451337,Alaghon,No Key Account,No Key Account,No Key Account Manager,Cheapskate's Exports Alaghon,Michael Howard
83818602,Korinn,No Key Account,No Key Account,No Key Account Manager,Cheryl's Armorsmithing Korinn,Jeffrey Traetta
63823623,Beregost,No Key Account,No Key Account,No Key Account Manager,Cheryl's Discounts Beregost,Veronica Humphrey
80781668,Zazesspur,Private Buyer,Private Buyer,Magnus Mortensen,Cheyenne-Mora Zazesspur,Magnus Mortensen
94296867,Yuthgalaunt,No Key Account,No Key Account,No Key Account Manager,Christiana's Transports Yuthgalaunt,Carrie Adams
23769663,Amruthar,Private Buyer,Private Buyer,Magnus Mortensen,Christophe-Wagner-Fernandez Amruthar,Magnus Mortensen
41306877,Harrowdale,No Key Account,No Key Account,No Key Account Manager,Christopher's Achery Harrowdale,Bruno Kadlec
83369631,Nexal,No Key Account,No Key Account,No Key Account Manager,Christopher's Items Nexal,Lauren Masiak
92036842,Eversult,No Key Account,No Key Account,No Key Account Manager,Christopher's Keepsakes Eversult,Kristin Grifeo
93773864,Cathyr,Private Buyer,Private Buyer,Magnus Mortensen,Christopher-Smith Cathyr,Magnus Mortensen
69691305,Cimbar,Key Account,Bardic College Union,Hector Lightbringer,Cimbar Bardic College,None
29101132,Cimbar,Key Account,House of Wonders,Aewynn Aasimar,Cimbar House of Wonders,None
46929244,Cimbar,Key Account,Nobility,Eric the Cleric,Cimbar Nobility,None
16455665,Cimbar,Key Account,Sprite's & Spirits,Glandarok Lightheart,Cimbar Sprite's & Spirits,None
79485333,Luskan,No Key Account,No Key Account,No Key Account Manager,Ciscra's Tradeshops Luskan,Heather Nugnes
90873841,Cathyr,No Key Account,No Key Account,No Key Account Manager,Ciscra's Warehouses Cathyr,Corina Hendriks
85916785,Citadel Adbarr,Key Account,Bardic College Union,Hector Lightbringer,Citadel Adbarr Bardic College,None
48918285,Citadel Adbarr,Key Account,House of Wonders,Aewynn Aasimar,Citadel Adbarr House of Wonders,None
23529304,Citadel Adbarr,Key Account,Nobility,Eric the Cleric,Citadel Adbarr Nobility,None
20799569,Citadel Adbarr,Key Account,Zhentarim,Josette Gonzalez,Citadel Adbarr Zhentarim,None
25838799,Citadel Felbarr,Key Account,Bardic College Union,Hector Lightbringer,Citadel Felbarr Bardic College,None
43141622,Citadel Felbarr,Key Account,House of Wonders,Aewynn Aasimar,Citadel Felbarr House of Wonders,None
16305118,Citadel Felbarr,Key Account,Nobility,Eric the Cleric,Citadel Felbarr Nobility,None
70527913,Citadel Felbarr,Key Account,Sprite's & Spirits,Glandarok Lightheart,Citadel Felbarr Sprite's & Spirits,None
11159134,Citadel Felbarr,Key Account,Zhentarim,Josette Gonzalez,Citadel Felbarr Zhentarim,None
19874318,Oman,Private Buyer,Private Buyer,Magnus Mortensen,Clarissa-Zahn Oman,Magnus Mortensen
66076815,Furthinghome,No Key Account,No Key Account,No Key Account Manager,Clerical Rarities Furthinghome,Kristin Grifeo
